book_id,title,author,isbn,category,language,publisher,published_year,shelf_location,is_available,status,copies
474,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E5,Yes,Lost,9
475,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C1,Yes,Damaged,4
476,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E10,Yes,Lost,8
477,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B1,Yes,Lost,7
478,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B4,Yes,Active,8
479,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,C9,Yes,Lost,5
480,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A4,No,Active,1
481,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A8,No,Active,5
482,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,C8,No,Active,2
483,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E8,Yes,Lost,3
484,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C6,Yes,Lost,8
485,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D9,Yes,Damaged,2
486,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B3,Yes,Active,9
487,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C6,Yes,Lost,7
488,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E6,No,Lost,10
489,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D2,No,Damaged,3
490,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A5,No,Damaged,2
491,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A8,Yes,Active,6
492,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A6,No,Damaged,4
493,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A9,No,Active,5
494,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B3,No,Lost,1
495,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E4,No,Damaged,10
496,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E3,Yes,Lost,9
497,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,C2,No,Damaged,7
498,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,D5,No,Lost,9
499,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D10,No,Damaged,1
500,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E10,Yes,Active,1
501,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D9,No,Damaged,9
502,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E10,No,Lost,4
503,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A7,No,Active,3
504,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E7,No,Damaged,5
505,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E9,Yes,Active,6
506,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C4,No,Lost,4
507,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A4,Yes,Lost,3
508,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,D8,Yes,Lost,6
509,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E6,No,Damaged,9
510,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A10,Yes,Active,1
511,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E7,Yes,Active,1
512,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E1,No,Lost,10
513,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D8,No,Damaged,9
514,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A1,No,Active,6
515,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C4,Yes,Active,4
516,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,C10,Yes,Active,8
517,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D3,No,Lost,2
518,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,C2,Yes,Active,1
519,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D7,Yes,Active,1
520,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C1,No,Lost,8
521,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B4,No,Damaged,7
522,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A1,Yes,Active,3
523,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B5,Yes,Active,7
524,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A9,No,Active,5
525,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B2,No,Lost,1
526,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E4,No,Lost,5
527,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,C10,Yes,Active,2
528,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E10,Yes,Lost,4
529,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E6,No,Active,2
530,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C5,Yes,Active,8
531,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B10,Yes,Active,6
532,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,A2,Yes,Lost,5
533,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B2,Yes,Lost,3
534,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C1,Yes,Lost,4
535,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,A4,No,Lost,9
536,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D2,Yes,Active,10
537,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,A3,No,Lost,4
538,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D4,No,Active,10
539,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B1,Yes,Lost,6
540,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B8,Yes,Lost,7
541,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C3,No,Damaged,7
542,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A9,Yes,Lost,7
543,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E7,Yes,Damaged,7
544,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D9,No,Active,8
545,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,D3,Yes,Active,3
546,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D8,No,Lost,10
547,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B6,No,Active,9
548,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E2,No,Damaged,1
549,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E10,No,Lost,10
550,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C9,Yes,Active,7
551,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A8,Yes,Active,10
552,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A10,No,Lost,8
553,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B4,Yes,Active,10
554,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A4,No,Active,3
555,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D8,No,Active,7
556,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C10,Yes,Lost,2
557,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,B8,No,Damaged,4
558,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D9,No,Lost,9
559,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A8,No,Active,3
560,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D10,No,Damaged,8
561,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E2,Yes,Lost,10
562,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B2,Yes,Damaged,7
563,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A6,No,Active,1
564,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E5,No,Damaged,6
565,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A5,No,Lost,7
566,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,C5,Yes,Damaged,1
567,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A3,Yes,Damaged,9
568,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,E9,Yes,Active,2
569,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A5,No,Active,9
570,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E10,No,Lost,3
571,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B1,Yes,Active,2
572,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B8,No,Damaged,4
573,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C3,Yes,Lost,6
574,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,C9,No,Active,9
575,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B9,Yes,Lost,6
576,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B7,No,Active,8
577,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A5,No,Lost,7
578,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D5,No,Active,6
579,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B3,Yes,Damaged,9
580,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E3,Yes,Damaged,9
581,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C5,No,Damaged,3
582,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E7,No,Active,3
583,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D4,Yes,Lost,8
584,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C4,No,Lost,9
585,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D1,Yes,Active,3
586,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E2,Yes,Damaged,1
587,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,C7,No,Active,10
588,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C6,Yes,Damaged,7
589,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B5,No,Damaged,9
590,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D2,No,Damaged,3
591,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A1,Yes,Damaged,2
592,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E6,Yes,Lost,10
593,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,C3,Yes,Lost,4
594,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C4,No,Damaged,1
595,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C7,No,Lost,6
596,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E3,Yes,Active,1
597,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,A9,Yes,Active,9
598,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,D1,No,Damaged,8
599,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B8,Yes,Lost,5
600,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A7,Yes,Lost,3
601,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C8,Yes,Damaged,2
602,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A1,No,Damaged,7
603,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,D1,Yes,Active,8
604,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C1,Yes,Lost,6
605,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A7,No,Damaged,10
606,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,A10,Yes,Damaged,6
607,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,C7,Yes,Active,10
608,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A9,No,Lost,9
609,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C6,No,Active,5
610,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,C7,Yes,Active,3
611,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B5,No,Damaged,1
612,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E9,Yes,Lost,3
613,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C5,Yes,Active,8
614,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E4,Yes,Damaged,6
615,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E4,Yes,Damaged,3
616,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C1,Yes,Active,8
617,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E4,Yes,Lost,5
618,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E2,Yes,Active,7
619,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,E8,No,Damaged,1
620,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A3,Yes,Damaged,1
621,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,B4,Yes,Lost,8
622,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E5,No,Lost,1
623,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E3,Yes,Active,7
624,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B6,Yes,Active,7
625,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,E1,No,Lost,3
626,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D8,Yes,Damaged,10
627,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A6,Yes,Active,9
628,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B3,Yes,Active,8
629,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D2,No,Lost,1
630,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A6,Yes,Damaged,6
631,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A2,No,Lost,4
632,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B8,No,Lost,6
633,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A6,No,Damaged,7
634,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D9,Yes,Damaged,10
635,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E2,No,Active,7
636,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B10,Yes,Damaged,10
637,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D5,Yes,Lost,4
638,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A1,No,Active,1
639,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,C10,Yes,Damaged,3
640,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,B8,No,Lost,6
641,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E4,Yes,Active,3
642,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B7,No,Lost,5
643,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B7,Yes,Lost,8
644,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,B6,No,Active,2
645,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D3,No,Lost,7
646,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,C4,Yes,Lost,1
647,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E3,No,Damaged,7
648,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E6,No,Damaged,8
649,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,A3,Yes,Lost,8
650,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,D9,Yes,Lost,5
651,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E6,Yes,Active,2
652,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,B6,No,Damaged,3
653,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B5,Yes,Active,4
654,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,D9,Yes,Active,6
655,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,B1,No,Active,1
656,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,D6,No,Lost,1
657,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E2,Yes,Lost,8
658,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C6,Yes,Damaged,1
659,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D1,Yes,Damaged,5
660,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,C9,Yes,Active,6
661,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C2,No,Damaged,2
662,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,D10,Yes,Lost,5
663,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,B5,Yes,Damaged,3
664,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A5,Yes,Active,10
665,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,B10,No,Active,5
666,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A7,No,Damaged,6
667,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B2,Yes,Damaged,4
668,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C3,No,Damaged,9
669,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,E7,No,Damaged,5
670,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A6,No,Lost,6
671,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D6,No,Damaged,8
672,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C6,No,Damaged,3
673,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,A6,Yes,Active,8
674,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D2,Yes,Lost,9
675,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,C4,Yes,Damaged,2
676,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E3,Yes,Damaged,2
677,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,D6,No,Active,5
678,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,E4,Yes,Active,2
679,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,A7,No,Active,9
680,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,A1,No,Active,3
681,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E6,Yes,Lost,4
682,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,D10,No,Lost,8
683,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D2,Yes,Lost,1
684,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,D4,No,Active,1
685,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,E10,No,Damaged,9
686,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D7,No,Active,7
687,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E10,No,Active,3
688,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,B4,No,Lost,10
689,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E7,Yes,Damaged,6
690,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,C10,Yes,Damaged,2
691,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,D4,Yes,Active,3
692,Harry Potter and the Sorcerer's Stone,J.K. Rowling,9780590353427,Fantasy,English,Scholastic,1997,E6,Yes,Damaged,4
693,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,A2,Yes,Damaged,10
694,The Catcher in the Rye,J.D. Salinger,9780316769488,Fiction,English,"Little, Brown and Company",1951,D3,No,Active,8
695,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E9,No,Active,3
696,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,E4,No,Lost,8
697,The Great Gatsby,F. Scott Fitzgerald,9780743273565,Fiction,English,Charles Scribner's Sons,1925,D8,Yes,Damaged,7
698,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,C8,Yes,Lost,10
699,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,D5,Yes,Damaged,7
700,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D5,No,Active,7
701,Pride and Prejudice,Jane Austen,9781503290563,Romance,English,T. Egerton,1813,E7,Yes,Lost,10
702,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,D3,No,Lost,1
703,The Lord of the Rings,J.R.R. Tolkien,9780618640157,Fantasy,English,Houghton Mifflin,1954,D4,No,Damaged,3
704,Moby-Dick,Herman Melville,9781503280786,Fiction,English,Harper & Brothers,1851,A5,Yes,Active,8
705,The Hobbit,J.R.R. Tolkien,9780345339683,Fantasy,English,Houghton Mifflin,1937,C4,Yes,Lost,4
706,1984,George Orwell,9780451524935,Dystopian,English,Secker & Warburg,1949,E2,No,Active,9
707,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,B3,No,Damaged,8
708,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C4,No,Damaged,4
709,War and Peace,Leo Tolstoy,9781400079988,Historical Fiction,English,The Russian Messenger,1869,D3,No,Damaged,1
710,To Kill a Mockingbird,Harper Lee,9780061120084,Fiction,English,J.B. Lippincott & Co.,1960,C10,Yes,Active,1
